,label,news_report
484852,Tech,Yahoo revamps ad sales
484854,Tech,Industry awaits 'Revolutionary' iPhone
484860,Sports,Sania rises to 44th in WTA rankings
484864,Tech,Google takes on censorship
484868,Sports,Time to get high on grass
484878,Tech,TCS in world's top 10 profitable cos
484919,Sports,Cricket needs to be developed from grassroots: Tendulkar
484927,Tech,Potter reviews out on Internet
484987,Sports,India look for revenge
485122,Tech,Google still wary of Microsoft
485123,Tech,iPhone hype could spell trouble
485127,Tech,iPhone: What it will & won't do
485138,Sports,Live: South Africa invite India to bat first
485139,Tech,Desi BPOs may loose to China: Report
485152,Tech,Intel pushes multi-core envelope
485157,Tech,Norton sorry for faulty update
485180,Sports,Live: South Africa invite India to bat first
485306,Tech,Windows Live goes second generation
485309,Tech,Judge leaves Google to justice
485333,Tech,Tech 'geniuses' make pilgrimage to MS
485336,Tech,iPhone: A breakthrough device
485339,Sports,Morgan to become next ICC President: Report
485343,Tech,China to launch cheap mobile PCs
485367,Sports,Expect more from Tendulkar; says Dravid
485371,Tech,IBM's supercomputer gets faster
485393,Sports,Pawar; Morgan strike a deal
485408,Sports,Petrova seeks revenge; Sania repeat
485508,Tech,Inside world's #1 supercomputer
485516,Tech,iPhone faces tougher rivals than iPod
485517,Tech,Red Hat; Microsoft deal in the offing?
485531,Tech,Should you buy an iPhone?
485547,Tech,Google Desktop goes Linux
485561,Tech,Nokia sees new rivals in China
485568,Tech,Telcos to tighten user check norms
485572,Sports,India face do-or-die battle
485596,Sports,Wasteful India go down to Argentina
485724,Tech,MS brings supercomputing to masses
485725,Tech,MySpace launches YouTube rival
485726,Tech,Super chips for gamers
485729,Tech,iPhone: D-day is here!
485731,Tech,TCS buying 2 Latin American cos
485754,Sports,Live: India elect to field in second ODI
485762,Sports,Gavaskar rubs the BCCI the wrong way
485774,Tech,Pakistan tops list of 'sex surfers'
485816,Sports,ICC gives nod to free-hit; additional fielder in power play
485823,Sports,Chappell may return to India for RCA job
485827,Sports,Chappell may return to India for RCA job
485832,Tech,Robots get weapons!
485833,Tech,A new 3D sensation
485834,Tech,Now; we all can Wii
485835,Tech,Tracking the monsoon in cyberspace
485992,Sports,India get consolation win over Japan; finish 3rd
485997,Sports,India hope to go for the kill in series decider
486017,Tech,India's chipping in
486018,Tech,Movies on the move
486019,Tech,PC reads news; and trades on it
486180,Sports,Dravid; Kumble fail to find place in dream team
486188,Sports,India vs SA; 3rd ODI: Rain delays start
486202,Sports,Raikkonen wins French GP
486389,Tech,iPhone has network activation glitches
486391,Tech,Rising rupee hits software industry
486396,Tech,Yahoo beefs up target advertising
486414,Tech,Wipro eyes Nordic telecom
486416,Tech,Half million iPhones sold since launch
486421,Tech,TCS wage bill up by 64%
486423,Tech,Unions in IT not needed: Infy CEO
486433,Tech,Best ways to backup email!
486437,Sports,Stakes high as India and Pakistan clash at a new venue
486631,Tech,Mexican Slim beats Gates in riches
486633,Tech,iPhone glitches removed: AT&T
486634,Tech,Gamers spend less time on studies
486639,Tech,Wage bills killing Bangalore BPOs?
486651,Tech,Patni acquires European telco
486657,Tech,Google phone with LG in works
486663,Sports,Maria Sharapova's Bond dreams
486669,Sports,Indo-Pak ODI: Match delayed due to rain
486670,Tech,Airtel; Nokia Siemens in $900 mn deal
486676,Tech,Cognizant to hire 7;700
486896,Tech,SAP admits wrongdoing in Oracle suit
486897,Tech,DTelekom clinches iPhone deal: Paper
486898,Tech,iPhone makes Apple stock red hot
486901,Tech,Do-not-call list coming to Canada
486902,Tech,Google buys Internet phone company
486910,Tech,Google goes back to Court over Vista
486911,Sports,Buoyed Indian team reaches London
486962,Tech,Cyber criminals rely on mind games
487024,Sports,Windies beat Eng by 61 runs
487143,Tech,New displays to take on LCDs
487144,Tech,Gadgets blamed for climate change
487146,Tech,LG sues Quanta over DVD patents
487148,Tech,After 8 years; BlackBerry to enter China
487151,Tech,New Tech fad: Greenwashing
487153,Sports,Sania; Bhupathi advance to mixed doubles second round
487182,Tech,Your city in your face; by Yahoo!
487263,Sports,Chawla aims for permanent spot in both Tests and ODIs
487272,Sports,Will Karthik open at Lord's?
487309,Sports,Pathan back to swinging days
487424,Tech,Wipro buys Unza for Rs 1000cr
487426,Tech,MS goes to Canada amid visa crunch
487428,Tech,Xbox 360 repairs to cost MS $1Bn
487429,Tech,iPhone lifts Nasdaq
487432,Tech,Dell eyes Asian stores for sales lift
487457,Sports,Sehwag; Harbhajan set to be included in Twenty20 list
487501,Tech,Phone users base at 206 million
487514,Tech,Video games; heavy mental exercising
487524,Tech,Your files; anywhere; anytime
487648,Sports,Paes-Shaughnessy in Wimbledon mixed doubles quarters
487649,Sports,Time to pick 30 for Twenty20
487705,Sports,Beginning of the end of special era
487857,Sports,'Sana is Sourav's favourite b'day gift'
487888,Sports,Laxman inches towards century
487901,Tech,Your world in your pocket
487902,Tech,Teenagers the best e-agers
488035,Tech,IT firms Q1 net to rise
488038,Tech,Sony slashes PS3 price by $100
488044,Sports,Sack me if you can; Kapil dares BCCI
488048,Tech,Raja asks BSNL to drop 3G plans
488050,Tech,Microsoft: No cut in Xbox price
488054,Tech,Video games boring; complex
488058,Tech,iPhone facing flak over batteries
488059,Tech,New PS3 in August
488177,Sports,Leon stays in Anand's bag
488279,Tech,Google's new challenge to MS: Postini
488281,Tech,Apple to launch Nano-based iPhone
488312,Tech,Global Net cos gung ho on India
488317,Sports,India will be tougher than West Indies; admits Vaughan
488321,Tech,Net blamed for Shanghai teen pregnancies
488331,Tech,New social networks from Google; Yahoo
488334,Sports,Board threatens to take steps against Kapil
488400,Sports,Kepler Wessels keen on India coaching job
488512,Sports,Brazil beat Uruguay; enter Copa final
488519,Tech,Rupee takes a toll on Infosys Q1
488524,Sports,Lanka ask B'desh to bat
488527,Tech,Long way to go: Dell CEO
488528,Tech,Xbox Live gets Disney movies
488536,Tech,China gamers upset over WoW skeletons
488540,Tech,Google to unite mapping mashups
488545,Sports,Tendulkar is greatest batsman of modern era: Cairns
488553,Tech,Orange acquires GTL's IT services biz
488563,Tech,Microsoft plans to cut Xbox prices
488569,Tech,Skype comes to Nokia N800
488571,Tech,Infosys to hire 26;000 this fiscal
488612,Sports,Hosts keeping plans; star players hidden
488613,Sports,Euro stint beckons Indians
488779,Tech,Analysts disagree on future iPhones
488789,Sports,Tiwary keen to play Twenty20
488790,Tech,Slimmer; lighter PSP on the way
488791,Tech,It's all about games: Sony; MS
488801,Sports,B'desh all out for 131
488805,Tech,Peek inside LG's YouTube phone
488811,Sports,Transit of Indian team's Ireland medals delayed
488826,Tech,Vietnam: The next BPO hotspot?
488852,Tech,Airtel intros GPS navigation
488854,Tech,Genpact India's #1 captive BPO: NASSCOM
488859,Sports,We're lucky that Flintoff is not fit: Ganguly
489064,Tech,Facebook not up for sale: Google
489068,Tech,Sites let preteens network online
489070,Tech,Disney joins Nintendo's game
489072,Sports,Pathan's got a new fragrance
489073,Tech,Sony likely to cut PS3 price again
489076,Tech,Chinese co to sue Google over name
489089,Sports,Akhtar to be tested again
489090,Tech,Politics not for corporates: Murthy
489096,Sports,England Lions elect to bat against India
489099,Tech,TRAI pulls up telcos on QoS
489129,Sports,England Lions 128 for 2 at lunch
489154,Tech,Developers get creative with iPhone
489155,Tech,Complexities of providing IPTV
489156,Tech,IT's rush hour for MBA
489332,Sports,India can be very competitive in England; says Wright
489351,Sports,Lawson set to become Pakistan cricket coach: Sources
489382,Tech,Webkinz site: Not just a kid's play
489383,Tech,Robot or naut?
489384,Tech,Video games get rhythm
489396,Sports,Saudi Arabia beat Indonesian 2-1
489515,Sports,Tendulkar's majestic 171 rescues India
489521,Sports,Tendulkar to go in Tests with confident frame of mind
489707,Sports,Brazil is Copa America Champion
489719,Tech,Casual: The new video game buzzword
489720,Tech,Intel joins $100 laptop drive
489726,Tech,Privacy: Facebook's success mantra
489731,Tech,Mastek acquires US company
489744,Tech,Reliance Comm buys US-based Yipes
489749,Tech,A report card on Vista
489776,Tech,Top 10 games at E3
489850,Sports,Venue first; sponsors later: IOA
489857,Sports,Who will win Lord's Test?
489859,Sports,Who will rise & shine in England?
489979,Tech,Windows Media DRM hacked yet again
489984,Tech,$500 PS3 dropped
489992,Tech,Vertu wants to stay in Britain
489993,Tech,Google to unveil biz search
489994,Sports,Final call for Fab Five
490018,Tech,RCom to invest Rs 16K cr
490079,Sports,Dada & the Lord's connection
490226,Tech,Steve Jobs named #1 music Powergeek
490227,Tech,Sony getting cheaper; slimmer PSP
490228,Tech,Harry Potter leaked on the Net
490229,Tech,RIM unveils new BlackBerry model
490233,Tech,Google to sell print ads
490243,Sports,Sania-Bethanie pair through to Cincinnati Open quarters
490257,Tech,Yahoo's fiscal mess continues
490279,Sports,India on a rickety wicket
490283,Tech,Phones; laptops rule gadget mart
490289,Tech,Ericsson bags Rs 8K cr Bharti order
490297,Sports,Eight reasons why India will lose
490330,Sports,Everyone starts from zero: Dravid
490501,Tech,China cracks down on Net gaming
490502,Tech,Legal action against Potter distributors
490509,Tech,Gold-plated phone for Olympics
490513,Tech,Google cuts cookie time
490525,Sports,Fund raising Twenty20 match with India not possible: PCB
490544,Sports,India ultimate challenge but no need to change approach: Monty
490545,Tech,Premji junior joins Wipro
490546,Tech,Premji junior joins Wipro
490552,Tech,It's Nintendo vs Sony vs Microsoft
490580,Sports,BCCI-ICL row: Kapil meets Pawar
490777,Sports,HC stays Dalmiya's suspension; allows him to contest CAB polls
490778,Tech,PC plays 'perfect' checkers
490782,Tech,Vista's keeps room for XP
490787,Tech,Nokia speeds up GPS
490789,Tech,Toshiba recalls more PC batteries
490794,Tech,Capgemini denies consulting sale plan
490796,Tech,Sex pics exchange on rise
490827,Tech,Family movies bomb as games
490828,Tech,Networking as serious business
490858,Sports,Dalmiya fights back from the brink
490859,Sports,1st Test; Day 2: Wet weather delays start
491000,Sports,Cincinnati Open: Sania sails into semis of singles & doubles
491011,Tech,Meet world's most famous blogger
491021,Sports,Challenger Series: Amritraj in semis; Bopanna-Qureshi in final
491114,Tech,Playing the iPhone market
491115,Tech,What women gamers want?
491116,Tech,US targets China's music download
491290,Sports,Live: England resume batting on Day 4
491460,Tech,Google to bid for wireless airwaves
491461,Tech,Microsoft alters privacy policy
491483,Tech,New chips present problems; payoffs
491484,Tech,Next Windows version in 3 years
491492,Tech,Banned sex romp toon on eBay
491508,Tech,Major exodus at IT biggies
491515,Tech,Satyam eyes engineering deals
491521,Tech,iPhone vulnerable to hackers: NYT
491719,Sports,The great escape; India draw with England
491725,Tech,An open letter from India's IT capital
491729,Tech,HP boosts SW in 2 deals worth $1.8 bn
491737,Tech,Now; ultra-flexible fiber optics
491738,Tech,Media co Twango sold to Nokia
491762,Tech,Vista disappointed us: Acer
491791,Sports,Sachin has not performed under pressure: Kapil
491987,Tech,MySpace bars 29K sex offenders
491988,Tech,Gyms sweating it out to Wii
491990,Tech,Apple falters on iPhone numbers
492027,Tech,June sees highest-ever wireless users
492032,Tech,Global footprint via buyouts: Infy
492036,Tech,MS tool to rival Google Analytics
492039,Sports,India's top five drawn Test matches
492104,Sports,In search of a goldmine: The Great Football Migration
492220,Sports,Time to stand up; be counted
492337,Tech,Microsoft; Digg in advertising pact
492341,Tech,Telecom returns attract PE players
492346,Tech,e-gifts for your nerd beau
492352,Tech,Making laptops greener
492372,Sports,Test of character for Indian batsmen in second Test
492376,Sports,Sania-Peer through to QF in Stanford
492392,Tech,iPod; iPhone push up Apple profits
492403,Sports,Karthikeyan loses to Yamamoto
492433,Sports,Colts win last league match
492702,Tech,Microsoft CEO defends diversification
492704,Tech,Rock Band in your living room
492708,Tech,IT industry cries foul as rupee gains
492711,Tech,Dell expands Linux line-up
492722,Tech,IBM rules govern virtual staff
492758,Tech,Intel is monopolistic says EU
492819,Tech,Fridge magnets go cyber
492820,Tech,PC decodes baby talk
492821,Tech,High tech aids or tracking tools?
493124,Sports,Yuvraj: Caught in the crossfire
493134,Tech,e-beach is here & now
493135,Tech,Saving souls in the virtual world?
493136,Tech,Job-sick? Welcome to Net-surf
493680,Tech,Wikia plans to take Google's place
493683,Tech,Harry Potter game lightens up
493699,Tech,Dead MySpacers have virtual graveyard
493701,Sports,Sania loses in final; but wins doubles title
493702,Tech,YouTube preps video fingerprinting
493711,Sports,Sania jumps to 31 in world rankings
493731,Tech,Google can't touch this: Gates
493736,Tech,Tech drive of future
494067,Tech,Dell PCs go Made in India
494068,Tech,Sex offenders lurk on Facebook
494070,Tech,Sun Micro swings to profit
494095,Sports,The Trent Bridge diary
494107,Sports,2nd Test: India coast to easy win over England
494248,Tech,Google wary of behavioural targeting
494250,Tech,Xansa to give Steria firm India footing
494251,Tech,Genpact eyes Citi's BPO
494260,Sports,The Trent Bridge diary
494274,Tech,Card fraud: How does it work?
494275,Tech,Notebook makers face parts shortage
